Comment,Location 1,Location 2,Location 3,sentiment_label,sentiment_confidence,sentiment_score,sentiment_source,prob_negative,prob_neutral,prob_positive,prob_sarcastic_negative,sentiment_probabilities_json
অথচ বীর মুক্তিযোদ্ধা ফজলুর রহমান কে দিতে পারতো,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
সে যুদ্ধে গেছিল আমি তার সহযোদ্ধা ছিলাম গুলিতে তার বুকটা ছারখার হয়ে গেছিল এটা নিয়ে বিরোধ করলে রাজুতে ডাক দিব,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
সে তো সে সময় বাচ্চা ছিল। অবশ্যই এখানে বিএনপি'র এডভোকেট ফজলুর রহমানকে আনা উচিত,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
নিশ্চয়ই কেয়ামতের আগে অযোগ্য মানুষ বড় বড় সিংহাসনে বসবে। এতে হতাশ হওয়ার কিছুই নেই ভাই।,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এরে দেখলে ক্যান জানি চাপড়াইতে মন চায়,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""tar mane betay kono kamera na, eda BNP o bujhche!""",Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
জার জন্ন যুদ্ধের পরে সে আবার মুক্তিযুদ্ধ বিষয়ক হয় কেমনে,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ভাই এর নামটা মুক্তিযোদ্ধা লিস্টে দেওয়া যায় না,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ইয়ে আব কনসি চিরিয়া কা নাম হে বেটা ?,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
আর মানুষ পাইলো না,Dhaka,Kishoreganj,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Oke sweeper banano hok,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
আহ কি খুশিরে,Chittagong,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
@আল্লাহ সর্বশক্তিমান:তান্ত্রিক ওমর ফারুক কবিরাজ যে কোন সমস্যা থাকলে বল তত ইনশাল্লাহ স্বামী স্ত্রী অমিল প্রেম ভালোবাসা ব্যর্…,Dhaka,,,negative,0.6,-0.54,heuristic,0.6,0.30000000000000004,0.08000000000000002,0.020000000000000004,"{""negative"": 0.6, ""neutral"": 0.30000000000000004, ""positive"": 0.08000000000000002, ""sarcastic_negative"": 0.020000000000000004}"
"""ইউজার অথবা মাস্টার একাউন্ট করতে যোগাযোগ করুন। সারা দেশে ৩০% কমিশনে মাস্টার এজেন্ট নিয়োগ, ১ টাকাও ইনবেস্ট করতে হবে না। …""",Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""ভাগ্যভালো, চুমু শপি হয় নাই। …""",Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""মেয়র হতে চেয়েছিলো, হয়ে গেলো প্রতিমন্ত্রী …""",Dhaka,Khulna,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
I have a plan,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
কবে জানি নামের আগে বীর মুক্তিযোদ্ধা লাগায় দেয়,Narayanganj,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Follo tu follo bak 100% garente,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ইসরাক ভাই আমার বয়স ৩০ আমিও মুক্তিযুদ্ধ করছি ভাই আমাকে একটা ভাতা দেওয়ার ব্যবস্থা করিয়েন আমার পোলাপান জেনো কোডা পায়,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
যুদ্ধ নিয়ে সে কি বুঝে? তার কি তখন জন্ম হয়েছিল?!!!!!,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ভাই ধাক্কা ধাক্কি আবার কবে করবেন?,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
গোয়া মারছে,Dhaka,Narsingdi,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Halr po ala,Chittagong,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
কিছু পর দেখবো ওর নাম মুক্তিযোদ্ধা লিস্টে সবার উপরে,Chittagong,Chandpur,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Klk dekben oni onar bap ma pola meya sob muktijoddha,Dhaka,Tangail,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Khaiya diche re muktijuddhare,বরিশাল,Barishal,Barisal,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
শেষ ধ্বংস,Dhaka,,,negative,0.6,-0.54,heuristic,0.6,0.30000000000000004,0.08000000000000002,0.020000000000000004,"{""negative"": 0.6, ""neutral"": 0.30000000000000004, ""positive"": 0.08000000000000002, ""sarcastic_negative"": 0.020000000000000004}"
"""হা হা হা,,,,""",Chittagong,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
আলহামদুলিল্লাহ সুন্দরভাবে দেশ পরিচালনা করুন এটাই কাম্য,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এই ও দেখা লাগলো বাঙালির,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Nice pic,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
আচ্ছা কোন যুক্তিতে সে এই পদ পাইলো,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ওরে ল্যাওড়া,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ইতিহাসের বারোটা বাজিয়ে দিবে,Dhaka,Gazipur,Tangail,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
প্রতিমন্ত্রী কে প্রতিবন্ধী পরে পেলছি,Chittagong,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
কাম সারছে,Barisal,Bhola,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
সবাই হাসে ক্যা,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""নিমডা দোজরাজ টেলমি, হারতাবুশ ক্রাকুইকিনইন বুমলাহ মহিনুজ্জুকু লো হাকুয়ে""",Dhaka,Rangpur,Bogura,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
খোকা পুত্র ইশরাক,Dhaka,Mymensingh,Sherpur,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
চলিতেসে সার্কাস,Sylhet,Moulvibazar,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
প্রতিমন্ত্রী হিসেবে হেতের কাজ টা কি,Dhaka,Khulna,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
হোগা মারা সারা,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
অভিনন্দন,Dhaka,Mymensingh,,positive,0.58,0.39099999999999996,heuristic,0.10500000000000001,0.23100000000000004,0.58,0.08400000000000002,"{""negative"": 0.10500000000000001, ""neutral"": 0.23100000000000004, ""positive"": 0.58, ""sarcastic_negative"": 0.08400000000000002}"
আল্লাহরে এডা কি হইলো,Comilla,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""Bhai vlo korse, oy ar nogor daddyr jonno abedon k9rte parbo na""",Dhaka,Madaripur,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
দেশের বারোটা বাজাইবে,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""হতে চাইলেন মেয়র, তাকে মন্ত্রী করা হয়েছে, এটা অন্যায়""",দিনাজপুর,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
আস্তাগফিরুল্লাহ!,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
স্বাধীনতার 53 বছর । দেশ প্রেমিক মুক্তিযোদ্ধারা দেশ চালানো দেশের মানুষের উচ্চ ও নিম্ন মান সেবা গুলো …,Narayanganj,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
একটা জিনিস বুজলাম না বিরোধীদলের কোনো এমপিকে মন্ত্রী পদে দেখলাম না,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
মুক্তিযুদ্ধ বিষয়ক মন্ত্রণালয় তো আগেই ছিল। এবার এটা জুলাই বিষয়ক মন্ত্রণালয় না বানায়!,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
আমি মনে হয় ইসরাক কে মুক্তি যুদ্ধ করতে দেখেছি আমার পাশেই ছিল,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Masahallah,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
উনি তখন জন্মগ্রহণী করে নাই আর তাকে দিয়েছে মুক্তিযুদ্ধ বিষয়ক প্রতিমন্ত্রী । অন্য দপ্তর কি ছিল না?,Dhaka,Tangail,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
কামার কে দিলো কুমারের কাজ,Dinajpur,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
কখন যে বলে বসে সেও মুক্তিযুদ্ধে কারন হাসিনা আমলে সম্ভব তাই,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
আমার পেইজটিতে আমন্ত্রণ রইলো,Noakhali,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""পজিটিভ রিপ্লাই (কারো খারাপ সময়ে কমেন্ট করার জন্য) খারাপ সময় শেষ হয়, শক্ত মানুষ শেষ হয় না।…""",Dhaka,,,negative,0.68,-0.6320000000000001,heuristic,0.68,0.23999999999999996,0.06399999999999999,0.015999999999999997,"{""negative"": 0.68, ""neutral"": 0.23999999999999996, ""positive"": 0.06399999999999999, ""sarcastic_negative"": 0.015999999999999997}"
যত দাড়ি টুপি লোক আছে সবাই হবে ৱাজাকাৱ জনাব ইশৱাক যখন মুক্তিযুদ্ধ মন্ত্ৰী,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
